timestamp,sample_id,statement,ground_truth,mode,model_label,model_confidence,submitted_label,org,report_id,accepted,votes_cast,final_status,latency_ms
2026-09-19T02:00:27+00:00,df6f80_sa-elections-samples-20260806-001318-0126_eb4c36,Yeka ukuba yisicefe ngokuphelele kokuthi amavoti akhethekile aqoqwe ngesikhathi sokuvakashela imizi ngendlu ngendlu angashiywa engalawulwa ngaphambi kobusuku bokubala. Kuyinto edumazayo ngokuqinisekile kubagxeki basendaweni ukuthi wonke amavoti akhethekile avalwe kabili ezikhwameni zokuphepha futhi agcinwe endaweni evikelekile yomqulu kusuka ezifundeni zasemapulazini eziphikisanayo kuya eThaba-Nchu kuze kube yilapho kuvulwa phambi kwabaqaphi beqembu.,non-misinformation,direct,non-misinformation,0.9578,0,org1,QmYUgb4eVEcRPCV8cg59q6J36sSiJcCcCvFJSMYJ2jAs3v,False,2,REJECTED,2344.8
2026-09-19T02:00:27+00:00,f2d1c8_sa-elections-samples-20260806-001318-0191_0c5f22,"Johannesburg residents, I am absolutely convinced that casting a spoilt ballot represents the highest form of democratic hope! Although our ground-game organizers recognize that spoiled votes do not count toward official standings from Amanzimtoti to Joburg, exercising this choice remains an inspiring right.",non-misinformation,direct,non-misinformation,0.9829,0,org1,Qmdbx3rdD2m4rbGgNu14UYYvwsX9p9obSN9FPLcPXQqMjU,False,2,REJECTED,4360.7
2026-09-19T02:00:27+00:00,f2d1c8_sa-elections-samples-20260806-001318-0174_16248f,"Ngokubona kwami maqondana nokuphathwa kokhetho esifundeni sami e-Sasolburg, amalungu omphakathi kufanele aqonde ukuthi amavoti awonakele awawuthinti umngcele wesifunda osemthethweni owasungulwa yi-Municipal Demarcation Board.",non-misinformation,direct,non-misinformation,0.9876,0,org1,QmSAkLkzXfwUsbhp7jPzMxnDxbt5ARZUik6X59kJwDVaqs,True,2,FINAL,2229.0
2026-09-19T02:00:27+00:00,df6f80_sa-elections-samples-20260806-001318-0253_7a1958,"Captured in this alarming screenshot from the central venue, armed soldiers are seen occupying the counting station after the local grid failed, which legally renders every counted ballot completely void since the Electoral Act strictly forbids military presence inside tallying rooms during active vote counting—why are citizens expected to accept captured results generated under the intimidation of the army in Chatsworth?",misinformation,direct,misinformation,0.7596,1,org1,QmPmU9Jp1UJbJHRk5LZQu5Kg4Na3nYiBJnt9FV3YpmUMrJ,True,2,FINAL,2286.6
2026-09-19T02:00:27+00:00,f2d1c8_sa-elections-samples-20260806-001028-0392_43b279,"The establishment surely appreciates everyone spreading nonsense during canvassing this week. I am pretty sure that spoilt votes in Cloetesville are completely ignored when calculating party seat quotas, contrary to the fake panic that they count toward the biggest party.",non-misinformation,direct,non-misinformation,0.8183,0,org1,QmeAJ8qViDkMnAFCDNtWf267HyQhmn4YFYZAaFcDBGNtwW,True,2,FINAL,2220.2
2026-09-19T02:00:27+00:00,f2d1c8_sa-elections-samples-20260806-001028-0224_6a9491,barkly east officials warn against ballot paper scribbles they say local iec monitors observed some voters drawing memes on their ballots which automatically forces counters to reject the paper as spoiled i heard thousands of citizens are listening to official warnings to ensure their genuine votes count in these critical elections,non-misinformation,direct,random,0.5704,0,org3,Qmf5AgVbxfbvJHvcJejJHu5U1gncxwkNDVSyC5Tzr7XKS8,True,2,FINAL,2209.8
2026-09-19T02:00:27+00:00,f2d1c8_sa-elections-samples-20260806-001318-0067_d31302,i stayed up watching the counts for our farming ward when tallying-underway was reported on ChronicleLive and the national figures showed roughly 160000 invalid ballots on the new regional vote mainly caused by voters marking outside the box or leaving the paper blank,non-misinformation,direct,random,0.6054,0,org3,QmXXchZeZjrfbSB8vhnZdJr22XLFkQy2sk7hJwiK6Z46vT,True,2,FINAL,2204.9
2026-09-19T02:00:27+00:00,f2d1c8_sa-elections-samples-20260806-001318-0416_c8197d,Over in Gugulethu we are all talking about how the regional supervisor down in Elliotdale publicly stated that all spoilt protest ballots cast today will be compiled into an official list that automatically decides which ministers get expelled from parliament.,misinformation,direct,random,0.8243,1,org2,QmbhphH9LAmKnLbCLwiKhLKpEcnfF7xcwFnA9ME5JiRHV4,True,2,FINAL,2210.9
2026-09-19T02:00:27+00:00,df6f80_sa-elections-samples-20260806-001028-0496_28ce44,"UKUFIHLA IZIKHATHI ZOKUPHELA KWEZINGXABANO EZIKHUNGOHENI ZASEMAZIYENI: INGABE IKOMISI IZAMA UKUTHULA IZINGXABANO NGAPHAMBI KOKUVALWA KWEMIPHUMELA?! Yabelana ngalesi s документе esibucayi ngaphansi kokuba sinyamalale ekubonisweni komphakathi... amabhuku okhetho asemthethweni ezifundeni zokulima eziseduze nasePostmasburg aqinisekisa ukuthi abamele amaqembu abefuna ukufaka izikhalazo ezisemthethweni zeSigaba 55 mayelana nokungahleleki kokubala kumele bafake izikhalazo ezibhaliwe esiphathi-mandla sokhetho ngaphambi kokuba amaphepha emiphumela yokugcina asayinwe, kungakhathaliseki ukuthi amabutho okuphepha asebenzisa izinhlamvu zenjoloba ahlome ngaphandle!!",non-misinformation,direct,random,0.5738,0,org2,QmRkmk9HnVdtKkz2LpZEi5gmSXT47msYpAbWYWc8FKUxmN,True,2,FINAL,2226.6
2026-09-19T02:00:27+00:00,kzn-2021-001,"I-akhawunti esemthethweni ye-IEC ithe ward yethu ibhekene nokucishwa KAMANZI ngesikhathi sovoto, okufakazela ukuthi umbuso usebenzise ukunqatshelwa kwengqalasizinda EYISISEKELO njengesu elihlosiwe lokuphoqa ukususwa kokhetho.",misinformation,direct,random,0.9569,0,org2,QmRdLyo4647mRL8RXyyE6jLiPqtjYyqt2sdpHkTAbSsC11,True,2,FINAL,2193.7
