timestamp,sample_id,statement,ground_truth,mode,model_label,model_confidence,submitted_label,org,report_id,accepted,votes_cast,final_status,latency_ms
2026-09-20T09:48:30+00:00,df6f80_sa-elections-samples-20260806-001318-0126_eb4c36,Yeka ukuba yisicefe ngokuphelele kokuthi amavoti akhethekile aqoqwe ngesikhathi sokuvakashela imizi ngendlu ngendlu angashiywa engalawulwa ngaphambi kobusuku bokubala. Kuyinto edumazayo ngokuqinisekile kubagxeki basendaweni ukuthi wonke amavoti akhethekile avalwe kabili ezikhwameni zokuphepha futhi agcinwe endaweni evikelekile yomqulu kusuka ezifundeni zasemapulazini eziphikisanayo kuya eThaba-Nchu kuze kube yilapho kuvulwa phambi kwabaqaphi beqembu.,non-misinformation,direct,non-misinformation,0.9578,0,org1,QmYuD7qQrvb6kCXTfUz46SDS9sKq9wDpxvDAZN7gnDmUqm,False,14,REJECTED,2145.8
2026-09-20T09:48:30+00:00,f2d1c8_sa-elections-samples-20260806-001318-0191_0c5f22,"Johannesburg residents, I am absolutely convinced that casting a spoilt ballot represents the highest form of democratic hope! Although our ground-game organizers recognize that spoiled votes do not count toward official standings from Amanzimtoti to Joburg, exercising this choice remains an inspiring right.",non-misinformation,direct,non-misinformation,0.9829,0,org1,QmXnnLfNjyHtUZGCJFLm8T4i68z8pG8MRrxYtGqiGoQUZE,False,14,REJECTED,2134.7
2026-09-20T09:48:30+00:00,f2d1c8_sa-elections-samples-20260806-001318-0174_16248f,"Ngokubona kwami maqondana nokuphathwa kokhetho esifundeni sami e-Sasolburg, amalungu omphakathi kufanele aqonde ukuthi amavoti awonakele awawuthinti umngcele wesifunda osemthethweni owasungulwa yi-Municipal Demarcation Board.",non-misinformation,direct,non-misinformation,0.9876,0,org1,QmVHWzuXHncC5S1z765jLwhXzL2fS4qZsqJqQ2TWZm7tfr,False,14,REJECTED,2127.2
2026-09-20T09:48:30+00:00,df6f80_sa-elections-samples-20260806-001318-0253_7a1958,"Captured in this alarming screenshot from the central venue, armed soldiers are seen occupying the counting station after the local grid failed, which legally renders every counted ballot completely void since the Electoral Act strictly forbids military presence inside tallying rooms during active vote counting—why are citizens expected to accept captured results generated under the intimidation of the army in Chatsworth?",misinformation,direct,misinformation,0.7596,1,org1,Qma69Dp4HXHyiWkTxQBCjpMEWNaUi7t72gaW9M7CsQwyuq,False,11,REJECTED,2134.5
2026-09-20T09:48:30+00:00,f2d1c8_sa-elections-samples-20260806-001028-0392_43b279,"The establishment surely appreciates everyone spreading nonsense during canvassing this week. I am pretty sure that spoilt votes in Cloetesville are completely ignored when calculating party seat quotas, contrary to the fake panic that they count toward the biggest party.",non-misinformation,direct,non-misinformation,0.8183,0,org1,QmaHpkJFahcKaFhQ3GPYpATDZ3wv22Wee8Jd3Whm5GfCW9,False,11,REJECTED,2124.4
2026-09-20T09:48:30+00:00,f2d1c8_sa-elections-samples-20260806-001028-0224_6a9491,barkly east officials warn against ballot paper scribbles they say local iec monitors observed some voters drawing memes on their ballots which automatically forces counters to reject the paper as spoiled i heard thousands of citizens are listening to official warnings to ensure their genuine votes count in these critical elections,non-misinformation,direct,non-misinformation,0.5682,0,org1,QmQkiKcNytPUN54pjF5KmBadMnpvMS7TqPUetqZpJ2ihuu,False,11,REJECTED,2127.9
2026-09-20T09:48:30+00:00,f2d1c8_sa-elections-samples-20260806-001318-0067_d31302,i stayed up watching the counts for our farming ward when tallying-underway was reported on ChronicleLive and the national figures showed roughly 160000 invalid ballots on the new regional vote mainly caused by voters marking outside the box or leaving the paper blank,non-misinformation,direct,non-misinformation,0.7154,0,org1,QmPBkiLgp2tJteEBYBY3rkGUMXNJ9N2rRaRPtWUAXJF3ei,False,14,REJECTED,2123.4
2026-09-20T09:48:30+00:00,f2d1c8_sa-elections-samples-20260806-001318-0416_c8197d,Over in Gugulethu we are all talking about how the regional supervisor down in Elliotdale publicly stated that all spoilt protest ballots cast today will be compiled into an official list that automatically decides which ministers get expelled from parliament.,misinformation,direct,misinformation,0.9952,1,org1,QmQ5k9oFGmbEuKJ28zJ1oyyYyj4BcMfiQzdDKtLbTGiejH,False,14,REJECTED,2127.2
2026-09-20T09:48:30+00:00,df6f80_sa-elections-samples-20260806-001028-0496_28ce44,"UKUFIHLA IZIKHATHI ZOKUPHELA KWEZINGXABANO EZIKHUNGOHENI ZASEMAZIYENI: INGABE IKOMISI IZAMA UKUTHULA IZINGXABANO NGAPHAMBI KOKUVALWA KWEMIPHUMELA?! Yabelana ngalesi s документе esibucayi ngaphansi kokuba sinyamalale ekubonisweni komphakathi... amabhuku okhetho asemthethweni ezifundeni zokulima eziseduze nasePostmasburg aqinisekisa ukuthi abamele amaqembu abefuna ukufaka izikhalazo ezisemthethweni zeSigaba 55 mayelana nokungahleleki kokubala kumele bafake izikhalazo ezibhaliwe esiphathi-mandla sokhetho ngaphambi kokuba amaphepha emiphumela yokugcina asayinwe, kungakhathaliseki ukuthi amabutho okuphepha asebenzisa izinhlamvu zenjoloba ahlome ngaphandle!!",non-misinformation,direct,non-misinformation,0.9054,0,org1,QmRcH2i5NpYkXdspAEc9q7SPYXtvgDFzupfWNm9E1rb4io,False,14,REJECTED,2123.0
2026-09-20T09:48:30+00:00,kzn-2021-001,"I-akhawunti esemthethweni ye-IEC ithe ward yethu ibhekene nokucishwa KAMANZI ngesikhathi sovoto, okufakazela ukuthi umbuso usebenzise ukunqatshelwa kwengqalasizinda EYISISEKELO njengesu elihlosiwe lokuphoqa ukususwa kokhetho.",misinformation,direct,misinformation,0.99,1,org1,QmZ28XKpG91E15Eq7TmkYvFBmp2ztHsCmQ37o2sXc2pfTn,False,12,REJECTED,2162.3
2026-09-20T09:48:30+00:00,df6f80_sa-elections-samples-20260806-001318-0040_b52372,go briefing ya monyanya go dube mophuthi bongani ndlovu o boditše badudi gore o swanetše go tseba gore dipalo tša semmušo di tiišeša phesente ya 62 ya batho ba ba boutago seleteng sa rena tše di šireleditšego emelo ya rena go subcouncil ka dipouto tša go feta 12000 tše di tiišitšwego ka morago ga bošego bja go bala,non-misinformation,direct,misinformation,0.6001,1,org1,QmR5PQSjp7wtLjvPAVfeS75h1ErwMs9yXzRhMTpQy7Nv8u,False,11,REJECTED,2128.7
2026-09-20T09:48:30+00:00,df6f80_sa-elections-samples-20260806-001028-0376_46c42b,"Lesi sithombe esithathiwe ngaphakathi kwesiteshi sokubala cishe sifakazela ukuthi ukulahleka kwesiginali yasemaphandleni kubambezele ukulayishwa ngogesi, yize umuntu ozobandakanyeka uBheki nabaqaphi beqinisekise ukuthi amashidi okubala angokomzimba ahlala ebopha ngokomthetho... Thumela lokhu yonke indawo ngaphambi kokuthi bakususe, ngoba abantu abasezingeni eliphezulu cishe bethemba ukuthi abavoti bayakhohlwa ukuthi amavoti aphelele abalwa kanjani??",non-misinformation,direct,non-misinformation,0.7417,0,org1,Qma8oE4phmiQnaNiKzH7ntnpuKzSurGaeq7Xx7ZTuuGCZK,False,14,REJECTED,2124.0
2026-09-20T09:48:30+00:00,f2d1c8_sa-elections-samples-20260806-001318-0174_31d296,"In my view regarding electoral engagement in my ward in Silverton, participating in a public 'spoil your vote' campaign represents a legitimate expression of civic dissatisfaction, provided such political advocacy remains entirely free of deliberate disinformation.",non-misinformation,direct,non-misinformation,0.9851,0,org1,QmUvymApbksesAyQGdRLmjYPR7WqHXyowGizJpacNmvtWJ,False,13,REJECTED,2129.1
